,text,sentimen,clean_teks
3531,"Tempat yang bagus untuk menginap, makanan enak untuk sarapan, begitu banyak pilihan, Anda dapat memiliki makanan Amerika atau Indonesia bahkan tradisional Jawa Barat.",positif,bagus inap makan enak sarap pilih milik makan amerika indonesia tradisional jawa barat
3532,"Tempat yang sangat bagus untuk tinggal di pusat bandung, dekat jalan braga jika Anda ingin hang out, lobi / lounge yang bagus, dengan banyak area bangunan mungkin sedikit bingung dari 1 area ke area lain, orang-orang baik, kamar rapi dan bersih, kolam renang yang bagus dengan kolam hangat juga. Kami pikir suatu hari nanti kami akan kembali. .",positif,bagus tinggal pusat bandung jalan braga hang out lobi lounge bagus area bangun bingung area area orangorang kamar rapi bersih kolam renang bagus kolam hangat pikir
3533,"Kamar cukup besar dan luas, cukup bersih tapi sofanya agak bau. Berharap akan mendapatkan 2 bantal, tetapi terlalu lelah untuk meminta bantal tambahan. Makanannya enak dan beragam. Bernilai untuk uang dan akan kembali lain kali.",positif,kamar luas bersih sofa bau harap bantal lelah bantal tambah makan enak agam nila uang kali
3534,"Saya memesan Condotel Loft untuk keluarga saya dan secara keseluruhan itu adalah pengalaman menginap yang menyenangkan. Beberapa furnitur memang terlihat tua dan jelas tidak dalam kondisi terbaik, tetapi itu tidak mengganggu kami sama sekali. Ruangan itu luas. Tempat tidur, kamar mandi, sofa, semuanya bagus. AC juga sangat dingin. Satu hal yang akan saya katakan, saya pikir restoran untuk sarapan sangat kecil dibandingkan dengan seberapa besar hotel ini dan berapa banyak tamu yang ada di sana sehingga pasti terasa agak terlalu ramai untuk saya dan juga, sedikit lebih banyak variasi makanan akan menyenangkan juga. :).",positif,mes condotel loft keluarga alam inap senang furnitur tua kondisi baik ganggu ruang luas tidur kamar mandi sofa bagus ac dingin pikir restoran sarap banding hotel tamu ramai variasi makan senang
3535,Desain dan interior yang luar biasa dengan harga yang wajar.,positif,desain interior harga wajar
3536,"Nyaman banget, nyaris keluar hotel dan membuang daftar kunjungan kami ke Bandung saking nyamannya.",positif,nyaman banget hotel buang daftar kunjung bandung saking nyaman
3537,"Lokasi bagus, kamar sangat menyenangkan dan bersih.",positif,lokasi bagus kamar senang bersih
3538,"kamar bagus & bersih, makanannya juga enak. mudah untuk menemukan sesuatu di dekat area Braga",positif,kamar bagus bersih makan enak mudah temu area braga
3539,"menikmati kami tinggal di sini. kamar besar dan bersih. keramahan yang benar-benar hebat. tapi di sini Anda bisa mendengar suara kendaraan yang lewat, yang bisa sedikit terlalu berisik",positif,nikmat tinggal kamar bersih ramah benarbenar hebat dengar suara kendara berisik
3540,Hotel yang indah dan staf yang luar biasa yang menghadirkan pengalaman yang luar biasa. Satu-satunya penyesalan tentang hotel ini adalah mereka mengubah namanya dari Panghegar yang sombong dan bersejarah.,positif,hotel indah staf hadir alam satusatunya sesal hotel ubah nama panghegar sombong sejarah
3541,"Hotel yang bagus di lokasi yang bagus. Ini adalah kedua kalinya kami menginap di grup EL Hotel. Dan kami sangat menikmati masa menginap kami, pasti akan datang lagi lain kali. Dan semoga pada kunjungan kami berikutnya, pemanas air di area kolam kamar mandi sudah diperbaiki. Ini s * ck untuk mandi di air dingin setelah berenang 😉 secara keseluruhan kami masih bersemangat untuk mencoba el Hotel di kota lain. Pertahankan kerja bagus el !!",positif,hotel bagus lokasi bagus kali inap grup el hotel nikmat inap kali moga kunjung panas air area kolam kamar mandi baik s ck mandi air dingin renang semangat coba el hotel kota tahan kerja bagus el
3542,Secara keseluruhan hotel ini sangat bagus. Nilai uang,positif,hotel bagus nilai uang
3543,"hotel ini bagus, bersih, suhu udara bagus, tapi saya punya pengalaman buruk dengan lift. Saya terjebak di lift selama sekitar 2 menit. Terima kasih Tuhan, pintunya tiba-tiba terbuka dan menjadi normal kembali.",positif,hotel bagus bersih suhu udara bagus alam buruk lift jebak lift menit terima kasih tuhan pintu tibatiba buka normal
3544,"Area depan kurang interaktif atau ramah mungkin karena sibuk. tetapi untuk tim operasional seperti f & b, hk, petugas kolam renang semuanya ramah. jika area bar kolam renang terbuka di malam hari mungkin lebih menyenangkan, karena mereka tutup ketika kolam renang juga tutup pukul 7 malam. harga bersahabat dan fasilitas pendukung jika Anda membawa keluarga.",positif,area interaktif ramah sibuk tim operasional f b hk tugas kolam renang ramah area bar kolam renang buka malam senang tutup kolam renang tutup malam harga sahabat fasilitas dukung bawa keluarga
3545,"Restoran luar biasa, begitu banyak makanan lezat dengan menu ton. Kolam renangnya keren.",positif,restoran makan lezat menu ton kolam renang keren
3546,"Saya mendapat kamar lembong yang telah direnovasi. Kamarnya bersih dan cukup luas. Lokasi juga bagus, berjalan kaki ke Braga, warung Ceu Mar, alun-alun. Tentunya akan kembali jika saya pergi ke Bandung.",positif,kamar lembong renovasi kamar bersih luas lokasi bagus jalan kaki braga warung ceu mar alunalun pergi bandung
3547,"Makanan baik, layanan juga dan pusat lokasi. Hanya satu hal yang saya pikir masalah adalah liftnya juga kurang",positif,makan layan pusat lokasi pikir lift
3548,Kamar yang luas dan nyaman. Kebersihannya lumayan bagus. Tempat yang bagus untuk tinggal di Bandung,positif,kamar luas nyaman bersih lumayan bagus bagus tinggal bandung
3549,"Kamar bagus, lokasi bagus, sarapan enak",positif,kamar bagus lokasi bagus sarap enak
3550,"Makanan enak, furnitur lama tapi bekerja dengan baik",positif,makan enak furnitur
3551,"ini adalah kedua kalinya kami di sini, sejauh ini sangat baik. sarapan luvly dan layanan pelanggan yang luar biasa tetapi ada beberapa kamar yang dapat diperbaiki hotel mengenai kamar mandi.",positif,kali sarap luvly layan langgan kamar baik hotel kamar mandi
3552,"Pertama kali menginap di sini sangat fantastis! Ruang besar-the condotel satu, makanan besar, staf yang ramah dan kolam renang keren! Akan kembali!",positif,kali inap fantastis ruang besarthe condotel makan staf ramah kolam renang keren
3553,"Kamar saya adalah condotel studio, tipe kamar ini cukup besar untuk 2 orang dewasa + 2 anak-anak, 8 dan 9 tahun. Kami memilih tempat tidur ganda, dan itu cukup besar untuk kami. Ada juga tempat tidur sofa yang nyaman dengan bantal besar. Dapur kecil, meja makan juga membuat ruangan ini lebih lengkap. Sarapannya bagus dan lengkap. Menu barat dan lokal, sebut saja. Mereka juga harus dikenakan biaya 75rb / anak lebih dari 6 tahun untuk sarapan. Hotel ini juga memiliki kolam air panas, yang sangat bagus. Menginap yang menyenangkan dan saya merekomendasikan untuk menginap di EL hotel Royale",positif,kamar condotel studio tipe kamar orang dewasa anakanak pilih tidur ganda tidur sofa nyaman bantal dapur meja makan ruang lengkap sarap bagus lengkap menu barat lokal kena biaya rb anak sarap hotel milik kolam air panas bagus inap senang rekomendasi inap el hotel royale
3554,"Kamar nyaman, menu sarapan bervariasi dengan citarasa lezat, kolam renang besar.",positif,kamar nyaman menu sarap variasi citarasa lezat kolam renang
3555,"Saya menginap di kamar condotel, cukup besar dan nyaman.",positif,inap kamar condotel nyaman
3556,"Membuat keputusan yang tepat untuk tinggal di eL Royale, terima kasih",positif,putus tinggal el royale terima kasih
3557,Hotel mewah yang bagus dengan sarapan yang luar biasa.,positif,hotel mewah bagus sarap
3558,"Hotel ini sangat nyaman, dengan makanan yang lezat dan pelayanan yang baik. Saya benar-benar tinggal di sini lagi :)",positif,hotel nyaman makan lezat layan benarbenar tinggal
3559,"Lokasi bagus dan tempat bagus. Sayangnya, ketika Anda check-in di lobi, butuh waktu lama yang tenang menyebabkan musim ramai dan petugas responsnya lambat.",positif,lokasi bagus bagus sayang checkin lobi butuh tenang sebab musim ramai tugas respons lambat
3560,"PROS: (1) itu adalah hotel besar di kawasan wisata populer, hanya 5 menit berjalan kaki ke jalan Braga. (2) Kamar mandi sangat bagus. Saya suka bak mandi panjang, air panas, semprotan shower kuat, meskipun akan jauh lebih baik jika kepala pancuran memiliki beberapa pengaturan di atasnya. (3) Spacey room, (4) karpet bersih, (5) tidak ada cetakan atau bau tua, (6) handuk bersih tebal besar, (7) kolam renang umum mengagumkan, (8) bantal lembut dan tempat tidur empuk. (9) TV LED 43 &#39;dengan saluran internasional (peralatan paling modern di ruangan). CON: (1) hotel tua, perlu banyak modernisasi untuk membuatnya sesuai dengan waktu sekarang. (2) Bak mandi memiliki beberapa cacat, (2) tirai mandi sudah tua dan kotor. (3) Remote AC hampir tidak berfungsi (kelelawar rendah &amp; berkarat), entah bagaimana mereka menempatkan penutup baterai remote TV terpencil sehingga gagal untuk menutup, tapi saya sudah memperbaikinya. (4) Saya tidak suka bagaimana mereka menyatukan tempat tidur kembar yang saling menempel. Apa gunanya memiliki 2 tempat tidur single dari 1 tempat tidur king jika pengaturannya? Saya memilih tempat tidur kembar karena saya ingin tempat tidur terpisah, ruang antara saya dan teman perjalanan saya. Saya tidak bisa tidur malam itu! (5) Bangunan berdiri di antara rel aktif dan jalan utama dan ruangan tidak kedap suara. Jadi saya bisa mendengar kereta lewat alarm, sirene ambulans, semua kebisingan jalan yang sibuk dari kamar saya di lantai 3. Tip: mungkin lantai yang lebih tinggi akan memiliki lebih sedikit noise. (6) Dan satu lagi minus adalah bahwa tidak ada stopkontak di dekat tempat tidur. Jadi saya tidak dapat memeriksa ponsel saya ketika sudah diisi tanpa meninggalkan tempat tidur, tidak dapat memainkan Mobile Legends di tempat tidur. Merepotkan bagi netizen seperti kita. Mereka masih menggunakan panel kontrol di ujung meja untuk mengatur setiap listrik seperti tv, on / off lampu dll. Ini barang antik yang tidak saya temukan di hotel mana pun yang pernah saya menginap, nyaman tetapi aneh. Sayangnya bagi saya bahwa saya tidak punya banyak waktu untuk menjelajahi seluruh fasilitas. Saya ingin tinggal lagi di sana untuk menjelajahi semua hotel yang mungkin menawarkan. Itu harus menyenangkan, mengingat harga yang tidak murah dan emblem 4 bintang.",positif,pros hotel kawasan wisata populer menit jalan kaki jalan braga kamar mandi bagus suka bak mandi air panas semprot shower kuat kepala pancur milik atur atas spacey room karpet bersih cetak bau tua handuk bersih tebal kolam renang kagum bantal lembut tidur empuk tv led salur internasional alat modern ruang con hotel tua modernisasi buat sesuai bak mandi milik cacat tirai mandi tua kotor remote ac fungsi kelelawar rendah amp karat tempat tutup baterai remote tv pencil gagal tutup baik suka satu tidur kembar tempel guna milik tidur single tidur king atur pilih tidur kembar tidur pisah ruang teman jalan tidur malam bangun diri rel aktif jalan utama ruang kedap suara dengar kereta alarm sirene ambulans bising jalan sibuk kamar lantai tip lantai milik noise minus stopkontak tidur periksa ponsel isi tinggal tidur main mobile legends tidur repot netizen panel kontrol ujung meja atur listrik tv on off lampu dll barang antik temu hotel inap nyaman aneh sayang jajah fasilitas tinggal jajah hotel tawar senang harga murah emblem bintang
3561,"semuanya baik-baik saja! Memahami itu adalah liburan akhir pekan yang panjang, itu sebabnya sangat ramai ... saya akan mempertimbangkan untuk datang lagi lain kali, tempat yang bagus di dekat Jalan Braga.",positif,baikbaik paham libur pekan ramai timbang kali bagus jalan braga
3562,"Kami tinggal selama 4 malam, dan secara keseluruhan hotel ini nyaman dan bersih. Titik minusnya adalah antrian untuk check-in, butuh waktu hampir 30 menit, tetapi check-outnya cepat.",positif,tinggal malam hotel nyaman bersih titik minus antri checkin butuh menit checkoutnya cepat
3563,Hotel yang bagus. Tinggal di sini sangat sering.,positif,hotel bagus tinggal
3564,"Poin bagus: Hotel dengan lokasi strategis. Kamar Comfort, kolam renang, staf. Lezat berbuka puasa dan menu. Kelemahan titik: Ketika kita pergi ke lobi atau kembali ke kamar, angkat menunggu sekitar 5-15 menit",positif,poin bagus hotel lokasi strategis kamar comfort kolam renang staf lezat buka puasa menu lemah titik pergi lobi kamar angkat tunggu menit
3565,makanannya enak dan kamar hotelnya sangat nyaman. Stafnya bagus dan kami bahkan mendapatkan ruang upgrade tanpa menambah uang,positif,makan enak kamar hotel nyaman staf bagus ruang upgrade tambah uang
3566,Punya liburan pendek yang indah di hotel ini. Kamar besar dengan keramahan yang luar biasa. Berbagai macam sarapan juga. Kolam renang besar. Pasti akan kembali untuk liburan keluarga kami berikutnya.,positif,libur pendek indah hotel kamar ramah sarap kolam renang libur keluarga
3567,"Saya telah memesan tempat tidur ukuran king tetapi saya mendapatkan tempat tidur twin. Selain itu, secara keseluruhan bagus dan saya akan memesan lagi ketika saya pergi ke Bandung.",positif,mes tidur ukur king tidur twin bagus mes pergi bandung
3568,"Sangat bagus sehingga kami harus memperpanjang hari lain. Lokasi ideal untuk live band, makanan enak, dan belanja di BIP.",positif,bagus panjang lokasi ideal live band makan enak belanja bip
3569,"Lokasi sempurna untuk liburan pendek. Pub-pub di sekitarnya dengan musik live, restoran-restoran yang enak, dan berjalan kaki singkat ke mal Bandung Indah Plaza terdekat. Layanan penerimaan meja depan adalah luar biasa, terutama dari Mr Randy. Melayani semua permintaan dan kebutuhan kami. Akan menyukai kamar ganda bukannya kembar sekalipun.",positif,lokasi sempurna libur pendek pubpub musik live restoranrestoran enak jalan kaki singkat mal bandung indah plaza dekat layan terima meja mr randy layan minta butuh suka kamar ganda kembar
3570,"Pelayanan yang baik, sarapan yang lezat.",positif,layan sarap lezat
3571,el royale terbaik untukku ... untuk makanan dan kamar ... terima kasih el royale hotel bandung,positif,el royale baik untuk makan kamar terima kasih el royale hotel bandung
3572,"Lokasi baik, kamar bagus, terawat dengan baik. Sarapannya enak, satu-satunya hal yang perlu diperhatikan, airnya tidak jernih, akan terlihat saat Anda mandi menggunakan bathtub.",positif,lokasi kamar bagus awat sarap enak satusatunya perhati air jernih mandi bathtub
3573,"Kamarnya luas. Petugas depan juga baik dan penuh perhatian. Saya memesan kamar twin deluxe dengan tempat tidur tambahan tapi petugas upgrade kamar saya menjadi kamar condotel yang lebih luas dan memiliki tempat tidur sofa termasuk jadi saya tidak punya untuk membayar biaya tambahan untuk tempat tidur tambahan .. Masa menginap saya cukup pendek sehingga saya tidak mendapatkan kesempatan untuk mencoba semua fasilitas di hotel ini, semoga saya akan tinggal sedikit lebih lama di kunjungan berikutnya ke Bandung ..",positif,kamar luas tugas penuh perhati mes kamar twin deluxe tidur tambah tugas upgrade kamar kamar condotel luas milik tidur sofa bayar biaya tambah tidur tambah inap pendek sempat coba fasilitas hotel moga tinggal kunjung bandung
